event	E	sd	signal/noise	char_func_max
CMTSOLUTION_200801011855A	2.3314813066	0.186087517078	62.1795703492	-0.916924823893
CMTSOLUTION_200801040729A	0.711482312883	0.0102491528578	14.2848328708	0.899167711109
CMTSOLUTION_200801051101A	0.940013824244	0.0682012005828	415.927991786	0.985127144409
CMTSOLUTION_200801051144A	0.936919294053	0.0653903518802	77.8290798561	0.984153180132
CMTSOLUTION_200801060514A	2.25630274953	0.0510755665511	122.236190579	0.866873666154
CMTSOLUTION_200801090826A	0.824156161624	0.0718333954427	838.989797373	0.985098520224
CMTSOLUTION_200801091440A	0.924503321227	0.0581182493588	31.4225007686	0.991609865724
CMTSOLUTION_200801100137A	1.0542452722	0.0847946363199	90.809505291	0.959166103913
CMTSOLUTION_200801202026A	0.843639446671	0.0263085892504	18.2749780153	0.94304140603
CMTSOLUTION_200801221714A	0.757077438267	0.0166112008173	23.694860712	0.841381151951
CMTSOLUTION_200801300732A	0.897426441336	0.044685062604	94.5466232886	0.987577127372
CMTSOLUTION_200802041701A	1.22741911186	0.0616584342517	59.887623797	0.947915248364
CMTSOLUTION_200802080938A	0.932444550379	0.0580473923545	1714.77790329	0.990359025058
CMTSOLUTION_200802091833A	0.854172639537	0.0629545865523	55.1978841547	0.981245612152
CMTSOLUTION_200802101222A	0.946860180496	0.0560717863409	418.127249161	0.98630885011
CMTSOLUTION_200802121250A	0.8283680607	0.0562641747417	163.726291806	0.978396908667
CMTSOLUTION_200802131958A	0.905364644432	0.0387221425344	144.501269653	0.988828312875
CMTSOLUTION_200802141009A	1.334711077	0.154652005804	772.361222945	0.90764210097
CMTSOLUTION_200802141208A	1.113489595	0.166855965062	19.5569303536	0.852299755506
CMTSOLUTION_200802161445A	0.95437814657	0.0942792074138	79.5368631227	0.945978650688
CMTSOLUTION_200802200808A	1.44286149576	0.185119484183	738.443162088	0.60983796548
CMTSOLUTION_200802201827A	1.02836158513	0.0591032813154	236.000286712	0.974200840864
CMTSOLUTION_200802210246A	0.899189457084	0.054637343951	397.168737567	0.979233473443
CMTSOLUTION_200802211416A	0.882961293575	0.092562543144	44.0499148878	0.983622354951
CMTSOLUTION_200802231557A	0.901542056171	0.0161655955567	92.3356409046	0.969391252076
CMTSOLUTION_200802241446A	NOT FOUND	NOT FOUND	29.7173319861	-0.373389406391
CMTSOLUTION_200802250836A	NOT FOUND	NOT FOUND	168.096518193	-0.383676377572
CMTSOLUTION_200802251806A	NOT FOUND	NOT FOUND	63.6904988083	-0.40670113057
CMTSOLUTION_200802252102A	NOT FOUND	NOT FOUND	48.8921239638	-0.478272105937
CMTSOLUTION_200802270654A	1.01588451084	0.0328173774813	18.1830330391	0.860162976807
CMTSOLUTION_200803030237A	NOT FOUND	NOT FOUND	12.8209706882	-0.569261188226
CMTSOLUTION_200803030931A	0.892981801649	0.0707339938249	297.076901749	0.972087233846
CMTSOLUTION_200803031349A	0.741381619198	0.0775194461197	96.4560602673	0.810909347953
CMTSOLUTION_200803031411A	0.718326396869	0.07447632348	129.593597987	0.805685518144
CMTSOLUTION_200803131328A	1.22240900974	0.0893628700699	31.9469701269	0.985033641931
CMTSOLUTION_200803142232A	NOT FOUND	NOT FOUND	15.7691936039	0.420645686715
CMTSOLUTION_200803151443A	NOT FOUND	NOT FOUND	9.38867874008	0.19874158662
CMTSOLUTION_200803201410A	NOT FOUND	NOT FOUND	28.7921912266	0.509126748009
CMTSOLUTION_200803202233A	0.807683087825	0.0863225789544	4944.8887646	0.955026375424
