event	E	sd	signal/noise	char_func_max
CMTSOLUTION_200801011855A	0.86718420912	0.0792828472057	320.906042097	0.966381487379
CMTSOLUTION_200801040729A	NOT FOUND	NOT FOUND	44.1707683117	0.47086016878
CMTSOLUTION_200801051101A	0.930597876209	0.0437434298204	1187.66781397	0.992457538229
CMTSOLUTION_200801051144A	0.934940651385	0.0408422956654	83.101026923	0.987134011819
CMTSOLUTION_200801060514A	0.773786909202	0.0952619844553	414.849585485	0.917914242785
CMTSOLUTION_200801090826A	1.01262350183	0.104542266147	1932.32534779	0.947219280361
CMTSOLUTION_200801091440A	0.956809446669	0.0510248269149	141.72125521	0.977223212215
CMTSOLUTION_200801100137A	1.14007538116	0.0831120708604	463.843735321	0.909757735672
CMTSOLUTION_200801202026A	1.21971891056	0.093133536119	70.0984815865	0.974372083285
CMTSOLUTION_200801221714A	1.14564538724	0.150362232098	78.6697086427	0.749485188006
CMTSOLUTION_200801300732A	0.828860395664	0.0267863667007	103.32328069	0.935598125556
CMTSOLUTION_200802041701A	1.03837757273	0.0357847137375	153.148382528	0.967098462495
CMTSOLUTION_200802080938A	1.02891967274	0.0438784581561	6657.38660499	0.995043278925
CMTSOLUTION_200802091833A	2.07114789036	0.305028964211	143.443298184	-0.891042358679
CMTSOLUTION_200802101222A	0.920124418388	0.0219682769091	514.445008807	0.985577188505
CMTSOLUTION_200802121250A	0.939424115969	0.0361982526115	626.410260389	0.975157248904
CMTSOLUTION_200802131958A	1.88623741557	0.0280357744101	215.205388493	-0.927954491552
CMTSOLUTION_200802141009A	1.00200258627	0.0793705289663	1535.93595472	0.684595039968
CMTSOLUTION_200802141208A	NOT FOUND	NOT FOUND	15.4956850898	0.351262086048
CMTSOLUTION_200802161445A	1.09637547171	0.0504047095458	222.328752647	0.993842662896
CMTSOLUTION_200802200808A	1.46477868186	0.0732251562963	3780.14319656	0.867233868417
CMTSOLUTION_200802201827A	0.715908003656	0.0522387942142	788.143474788	0.94078649684
CMTSOLUTION_200802210246A	0.954998744204	0.0917336098373	1601.54196926	0.954494783888
CMTSOLUTION_200802211416A	0.95695529769	0.0542625200503	100.16971599	0.978674278503
CMTSOLUTION_200802231557A	1.52067191176	0.186931954384	136.472010992	-0.810345603313
CMTSOLUTION_200802241446A	0.862788981621	0.0474069612988	86.3617647766	0.769870499853
CMTSOLUTION_200802250836A	0.841609889382	0.0158373850051	721.905515424	0.756460532263
CMTSOLUTION_200802251806A	0.849740417065	0.0288026269168	145.369456326	0.726139466024
CMTSOLUTION_200802252102A	0.894383609212	0.00942966324397	74.9339317921	0.687888713736
CMTSOLUTION_200802270654A	0.891030121514	0.0622475297759	85.0977372173	0.947878691185
CMTSOLUTION_200803030237A	NOT FOUND	NOT FOUND	34.9554642067	0.550673756618
CMTSOLUTION_200803030931A	1.11664974923	0.0340866117218	539.963816924	0.961417864692
CMTSOLUTION_200803031349A	NOT FOUND	NOT FOUND	270.388994745	-0.44123081746
CMTSOLUTION_200803031411A	NOT FOUND	NOT FOUND	314.753764346	-0.334604862474
CMTSOLUTION_200803131328A	0.876883681876	0.00907179048975	63.8742964945	0.914089719556
CMTSOLUTION_200803142232A	0.899608134387	0.0374109722567	53.4491304485	0.923277138096
CMTSOLUTION_200803151443A	0.69416496066	0.0354684650065	16.2682007451	0.811776460014
CMTSOLUTION_200803201410A	0.874582794385	0.0451885261265	71.0109319138	0.955663039982
CMTSOLUTION_200803202233A	NOT FOUND	NOT FOUND	8792.81952466	0.496684751348
CMTSOLUTION_200803222124A	0.700893431011	0.0623537136942	111.647765616	0.990561159853
CMTSOLUTION_200803242039A	1.09408436471	0.0375628209206	178.042091988	0.993619875847
CMTSOLUTION_200803291730A	1.18306953415	0.0386137482812	181.478127784	0.855221023829
CMTSOLUTION_200804140945A	0.955565443448	0.0916747932536	168.399272362	0.963900663889
CMTSOLUTION_200804150303A	0.871010805275	0.0929280419679	82.5375613375	0.897291184352
CMTSOLUTION_200804152259A	1.37936787419	0.107635401338	409.560403036	0.959630847203
CMTSOLUTION_200804160554A	0.962154206298	0.0671376159775	1732.60733963	0.971205624121
CMTSOLUTION_200804190312A	1.00182118243	0.0611625847617	107.776066483	0.983239557286
CMTSOLUTION_200804231828A	1.23030115308	0.0407080417852	134.096366338	0.981722703833
CMTSOLUTION_200804241214A	0.979855753226	0.0599084745154	371.856278077	0.975290645789
CMTSOLUTION_200804281557A	0.776532673973	0.00546013874015	27.3421978492	0.959961859656
CMTSOLUTION_200805020133A	0.906328077381	0.0585703822107	858.111997344	0.967957539742
CMTSOLUTION_200805071602A	1.20287761391	0.0847290492607	1422.92103554	0.926148531507
CMTSOLUTION_200805071616A	1.20654673245	0.0882350973788	1280.35688617	0.911979962399
CMTSOLUTION_200805071645A	1.23082971896	0.0585807081641	422.228394392	0.964405969256
CMTSOLUTION_200805092151A	0.894550266405	0.0325287002366	1348.39142951	0.963725995457
CMTSOLUTION_200805121111A	1.08467189726	0.139191430278	5.94204681151	0.84000069862
