event	E	sd	signal/noise	char_func_max
CMTSOLUTION_200801011855A	0.98019612561	0.146731799816	10.351777601	0.861751576919
CMTSOLUTION_200801040729A	0.925377235517	0.218051111658	5.73023339179	-0.960676689771
CMTSOLUTION_200801051101A	0.696299480123	0.0500303049227	325.532120931	0.948149914062
CMTSOLUTION_200801051144A	0.723056090204	0.0495932666898	142.693351624	0.922595239584
CMTSOLUTION_200801060514A	0.571676739519	0.00440014292631	101.057103729	0.814024783717
CMTSOLUTION_200801090826A	0.647366141603	0.134255997302	312.806867524	0.927798810496
CMTSOLUTION_200801091440A	0.754961752468	0.0495420269945	196.750173696	0.94441833299
CMTSOLUTION_200801100137A	0.94684257098	0.0562815846723	72.9054976191	0.952801016171
CMTSOLUTION_200801202026A	0.998587593648	0.0732164343083	13.4631960741	0.792923315771
CMTSOLUTION_200801221714A	NOT FOUND	NOT FOUND	85.5503399737	-0.571699870492
CMTSOLUTION_200801300732A	NOT FOUND	NOT FOUND	18.6966001089	-0.54816905361
CMTSOLUTION_200802041701A	NOT FOUND	NOT FOUND	34.3087085667	0.520869472144
CMTSOLUTION_200802080938A	0.890905014512	0.0837264677802	860.806217262	0.694973431961
CMTSOLUTION_200802091833A	1.10238088616	0.158237632411	6.89040095771	-0.721991194446
CMTSOLUTION_200802101222A	1.01119185656	0.210586409005	25.9425433251	0.886335092272
CMTSOLUTION_200802121250A	NOT FOUND	NOT FOUND	106.195169407	0.0610403532181
CMTSOLUTION_200802131958A	1.24926263131	0.0584281429621	16.4493129632	-0.827681341388
CMTSOLUTION_200802141009A	0.741634243434	0.0608940902628	1076.32828257	0.889299330319
CMTSOLUTION_200802141208A	0.887392117254	0.0619107566003	105.948428746	0.894233185155
CMTSOLUTION_200802161445A	1.58739664412	0.119308956095	16.4524993229	0.61275437998
CMTSOLUTION_200802200808A	0.697089928316	0.232142669511	1194.61662278	-0.765540952938
CMTSOLUTION_200802201827A	0.888357146106	0.153085433484	3083.81734358	0.890668327767
CMTSOLUTION_200802210246A	0.726068772641	0.0323620466751	370.850004787	0.818864016262
CMTSOLUTION_200802211416A	0.989545344592	0.0475919762592	119.192150026	0.995848692258
CMTSOLUTION_200802231557A	0.809689308275	0.13955630812	60.8989969076	0.936565305299
CMTSOLUTION_200802241446A	0.750107884499	0.128488697426	35.5647057382	0.840008186925
CMTSOLUTION_200802250836A	0.821411120493	0.0779384179691	395.80695299	0.982903701304
CMTSOLUTION_200802251806A	1.54306109917	0.0324880081234	33.6555806598	-0.651342703256
CMTSOLUTION_200802252102A	1.56436504575	0.149860543238	68.3196126714	0.838001342179
CMTSOLUTION_200802270654A	0.603246124934	0.00760797650507	212.283211676	0.967297100774
CMTSOLUTION_200803030237A	1.06549989678	0.219126410638	24.7665811075	0.772143516576
CMTSOLUTION_200803030931A	1.42747470343	0.266068296254	301.847419019	0.880763634693
CMTSOLUTION_200803031349A	0.890417180683	0.0252932603105	145.854485742	0.803572290036
CMTSOLUTION_200803031411A	0.874778644999	0.0321423902095	156.920637411	0.827856622434
CMTSOLUTION_200803131328A	0.685782148284	0.127452631148	52.9510948621	0.917972267207
CMTSOLUTION_200803142232A	0.819848047708	0.099827170644	241.801648826	0.959058906388
CMTSOLUTION_200803151443A	0.690068257622	0.0832642185684	96.8759977172	-0.876996949528
CMTSOLUTION_200803201410A	1.41825578425	0.0852751984232	17.7312868434	-0.670465959482
CMTSOLUTION_200803202233A	1.45286555824	0.114222208956	2647.78854465	0.856367995791
CMTSOLUTION_200803222124A	0.777436164982	0.0315300654349	20.4473549913	0.9420341597
CMTSOLUTION_200803242039A	NOT FOUND	NOT FOUND	23.6584880903	0.378721774004
CMTSOLUTION_200803291730A	1.13215442058	0.130961417253	71.3223060938	0.949297667625
CMTSOLUTION_200804140945A	NOT FOUND	NOT FOUND	55.8301161672	-0.419593167328
CMTSOLUTION_200804150303A	0.693437744515	0.0189837571973	61.6311287594	0.819388655777
CMTSOLUTION_200804152259A	NOT FOUND	NOT FOUND	761.379765923	0.427019459815
CMTSOLUTION_200804160554A	1.52886482071	0.226651999835	800.134863672	0.978009288197
CMTSOLUTION_200804190312A	0.974847721669	0.256492537522	16.098790869	0.745029558257
CMTSOLUTION_200804231828A	0.453472153839	0.0411365044301	509.213215477	0.906328912426
CMTSOLUTION_200804241214A	0.527531474049	0.0612590102989	114.991491289	0.950662240367
CMTSOLUTION_200804281557A	0.749255193147	0.0811708267728	53.2845588148	0.97246624206
CMTSOLUTION_200805020133A	1.16267890647	0.0532531738643	1927.53842182	0.956498011001
CMTSOLUTION_200805071602A	0.875693598602	0.0728091336987	12472.192735	0.97371855108
CMTSOLUTION_200805071616A	0.878768119034	0.0745566073084	12827.8591436	0.969885513418
CMTSOLUTION_200805071645A	0.865773911426	0.0573256969389	1572.66552356	0.979529138484
CMTSOLUTION_200805092151A	0.640734102665	0.0272027258915	693.156845157	0.939421448143
CMTSOLUTION_200805121111A	0.693960853682	0.0386060927714	49.6753548852	0.952582786166
CMTSOLUTION_200805191426A	1.57988000349	0.373784121893	116.790846348	0.637393473782
CMTSOLUTION_200805201353A	0.873151366782	0.0616431466673	149.86169738	0.894926754482
CMTSOLUTION_200805231935A	1.1653510519	0.0163243676277	1351.60348897	0.81032274282
CMTSOLUTION_200805250821A	1.32815986742	0.0672030252632	1490.5787735	0.926064458767
CMTSOLUTION_200805291546A	1.97019764962	0.090348233784	5613.1787312	0.745461125355
CMTSOLUTION_200805310437A	1.14653473704	0.131064396517	183.453678454	0.874858484802
CMTSOLUTION_200806010157A	0.47203177497	0.0559277569762	229.003757617	0.961727268385
CMTSOLUTION_200806031620A	NOT FOUND	NOT FOUND	57.2995136386	-0.432122353135
CMTSOLUTION_200806032204A	0.896106079729	0.0979697748376	18.7518609233	0.977608027132
CMTSOLUTION_200806050216A	1.13669720064	0.0603557469065	7.68903276034	0.635782754801
CMTSOLUTION_200806061342A	NOT FOUND	NOT FOUND	20.4868010904	-0.357004117693
CMTSOLUTION_200806081225A	1.34024663261	0.061584378336	3183.87330995	0.949047968657
CMTSOLUTION_200806132343A	0.658130525501	0.0522168396793	6433.33801656	0.974041114928
CMTSOLUTION_200806150837A	0.759190427169	0.133639094796	22.0125542089	0.752409263589
CMTSOLUTION_200806222356A	0.5810218396	0.0725184894244	327.543481535	0.665845841467
CMTSOLUTION_200806271140A	1.14905785175	0.0327555768634	636.431319552	0.808928243356
CMTSOLUTION_200806281254A	1.22992286265	0.16945297259	255.942130927	0.635168023679
CMTSOLUTION_200806292053A	1.1070143767	0.307858517626	9.14535735144	0.783110108772
CMTSOLUTION_200806300617A	0.949874902812	0.0902156445633	324.61866954	0.91060789208
CMTSOLUTION_200807050212A	NOT FOUND	NOT FOUND	3407.05402884	-0.243261507868
CMTSOLUTION_200807080742A	0.95759121647	0.050920933303	301.658018467	0.967911833903
CMTSOLUTION_200807080913A	0.878158341392	0.0285962455502	12.6928293938	-0.987040327896
CMTSOLUTION_200807131458A	0.892862580563	0.134164927288	1870.85494017	0.880724290439
CMTSOLUTION_200807150326A	1.43219598572	0.135576461351	2117.52670233	0.937540208681
CMTSOLUTION_200807190239A	0.619513860024	0.0216002100152	8447.5894128	0.851443984812
CMTSOLUTION_200807190927A	NOT FOUND	NOT FOUND	270.280238626	0.403167059835
CMTSOLUTION_200807191101A	1.24126785672	0.122836439683	5.32223840929	0.861626460485
CMTSOLUTION_200807231526A	0.777860346254	0.029198960224	1119.67929643	0.980201021346
CMTSOLUTION_200807240143A	0.966397433241	0.0821740664522	132.928241466	0.952005484556
CMTSOLUTION_200807282140A	0.902190349043	0.0151663027531	35.2864599013	0.951124700679
CMTSOLUTION_200808042045A	DiffNPTS	DiffNPTS	DiffDelta	DiffNPTS
CMTSOLUTION_200808050949A	0.606594376242	0.0316373685872	598.141972625	0.781464071149
CMTSOLUTION_200808100820A	0.73934304109	0.0629530142264	131.164694569	0.852534150634
CMTSOLUTION_200808112338A	1.60007353614	0.142757161316	230.95027601	0.618756177928
CMTSOLUTION_200808151025A	NOT FOUND	NOT FOUND	187.685048574	0.37809598686
CMTSOLUTION_200808211224A	0.891737155778	0.095910673757	124.340886084	0.693486181831
CMTSOLUTION_200808220747A	1.5025477887	0.16170104375	44.7716535891	0.920385762286
CMTSOLUTION_200808251322A	0.518615122651	0.0474635616448	1028.15900505	0.86782827072
CMTSOLUTION_200808262100A	NOT FOUND	NOT FOUND	161.353767709	0.216318217078
CMTSOLUTION_200808270135A	0.57326144463	0.0647520839772	3808.34317236	0.920491317298
CMTSOLUTION_200808281522A	0.910637008373	0.127452485664	412.853700217	0.858328793467
CMTSOLUTION_200808300654A	1.12089109168	0.236445557246	108.906134891	0.653322858465
CMTSOLUTION_200809031125A	NOT FOUND	NOT FOUND	32.4342736283	0.576230360366
CMTSOLUTION_200809101100A	0.876938317706	0.0748532887323	976.528616334	-0.873697630115
CMTSOLUTION_200809101308A	1.14295652932	0.0892773085193	129.785284042	0.89775073366
CMTSOLUTION_200809110000A	0.374358775798	0.0348834909147	2944.32989616	0.784677653582
CMTSOLUTION_200809110020A	0.861930692156	0.188867566897	3570.48483031	0.82639498127
CMTSOLUTION_200809180141A	0.888440425671	0.0282832219968	30.9090125564	0.949069592813
CMTSOLUTION_200809240233A	0.701460429155	0.0117131887231	265.088253577	0.962768457715
CMTSOLUTION_200809250147A	1.11746929668	0.0302099723673	158.733039986	0.991174778332
CMTSOLUTION_200810051552A	1.38077245621	0.0886332148107	2620.09999786	0.934634749644
CMTSOLUTION_200810060830A	0.993970277026	0.260506324431	368.893584662	0.798052661037
CMTSOLUTION_200810110906A	0.954874666415	0.035817470114	675.133912589	0.997873384542
CMTSOLUTION_200810111040A	0.631603929966	0.232305959624	5.31820568077	0.62040101332
CMTSOLUTION_200810122055A	NOT FOUND	NOT FOUND	15.986982974	0.474491289094
CMTSOLUTION_200810140206A	1.22099257922	0.282689806813	94.4553206863	0.824340217383
CMTSOLUTION_200810161941A	0.98359575102	0.0594080838604	165.651885594	0.924960829716
CMTSOLUTION_200810231004A	1.37702009654	0.0409710621526	22.181009464	0.87257267621
CMTSOLUTION_200810281600A	1.21522016526	0.0930758161249	13.6837802963	0.6169118802
CMTSOLUTION_200810282309A	0.392373164988	0.0728072587571	286.5195435	0.750340329319
CMTSOLUTION_200810291132A	NOT FOUND	NOT FOUND	602.056588537	0.481603808538
CMTSOLUTION_200810301515A	NOT FOUND	NOT FOUND	23.6458492969	0.50837774282
CMTSOLUTION_200811010113A	0.832305084659	0.143106261433	6.85259818322	0.900303108701
CMTSOLUTION_200811021348A	0.936194434558	0.0563056207238	55.0009279571	0.829849900727
CMTSOLUTION_200811071604A	1.86465759817	0.0477418502625	19.0379232025	0.613782982556
CMTSOLUTION_200811100122A	0.736174653578	0.0502222356257	475.982606161	0.939240666195
CMTSOLUTION_200811161702A	0.528974621961	0.0217482676346	335.151976688	0.737491030401
CMTSOLUTION_200811190611A	1.01018988684	0.119199549273	11.8385540972	0.765027844815
